town,flat_type,floor_area_sqm,flat_model,lease_commence_date,resale_price
13,1,73,5,1989,342000
1,0,45,3,1986,246000
14,1,68,3,1972,350000
22,2,104,5,1997,480000
3,2,103,5,1987,350000
12,2,90,7,1998,470000
20,2,90,10,2009,610000
13,2,94,10,2000,479988
24,3,121,3,1999,475000
12,1,70,9,1983,295000
12,2,95,9,1983,431000
13,2,91,5,2001,435000
22,2,108,5,1995,461000
5,3,110,3,2002,511000
19,2,94,5,2010,365000
0,1,68,9,1981,307000
24,3,123,10,1999,453000
11,1,67,9,1981,362000
5,1,68,10,2012,310000
0,2,95,5,2001,615000
5,2,91,10,2001,360000
25,2,103,5,1987,466000
1,1,68,9,1980,335000
13,3,111,3,2001,360000
13,2,104,5,1989,415000
20,2,90,5,2003,355000
1,2,85,5,2005,595000
23,3,134,5,1993,735000
9,2,90,9,1978,520000
11,2,101,5,1998,390000
20,3,110,3,2000,491000
25,1,67,9,1985,320000
4,2,89,11,1986,500000
2,3,133,5,1992,645000
25,2,84,11,1985,351000
25,2,83,11,1987,320000
17,2,90,5,2002,460000
4,2,89,5,2013,735000
23,2,102,5,1997,625000
13,3,135,5,1985,440000
24,3,122,3,1988,438000
13,3,120,3,1998,520000
25,3,122,3,1987,476000
11,2,106,5,1992,445000
0,1,67,9,1985,335000
25,2,104,5,1987,448000
1,1,60,3,1986,310000
13,2,107,5,1993,342000
3,2,104,5,1985,417888
25,2,108,5,1987,472000
5,2,90,7,2002,376000
1,2,105,5,1985,542800
1,3,123,3,1993,655000
3,2,103,5,1998,440000
25,2,104,5,1988,475000
10,1,77,5,1983,340000
24,3,119,3,1997,435000
10,1,64,11,1985,305000
16,2,104,5,1993,428000
0,1,68,9,1981,338000
22,2,103,5,1989,495000
18,2,92,5,2003,623000
9,2,86,5,2002,565000
17,2,92,10,2012,500000
23,1,66,3,1981,305000
15,3,120,12,1977,830000
1,2,91,9,1978,479000
5,2,103,5,1998,416000
24,1,73,5,1990,291500
4,2,100,5,2001,770000
13,2,106,10,1998,500000
8,3,123,10,2000,370000
13,2,93,10,2006,428000
11,2,108,5,1984,438000
16,3,126,3,1996,560000
22,3,132,5,1995,625000
23,2,93,9,1984,380000
19,3,110,3,2004,451000
13,2,103,5,1985,423000
20,3,110,3,2001,462000
16,2,103,5,1989,410000
9,1,67,9,1979,352888
24,0,45,3,1984,270000
10,1,64,11,1985,335000
13,2,103,5,1985,405000
13,2,104,5,1988,340000
5,4,143,4,1999,678000
18,1,73,3,1975,436000
22,2,93,9,1986,439000
13,3,110,10,2008,488000
25,1,64,11,1988,295000
20,2,102,5,1999,401000
25,2,104,5,1988,350000
12,4,143,1,1998,757000
25,2,84,11,1986,320000
13,3,121,3,1989,435000
1,3,122,3,1993,555000
13,2,90,5,2001,365000
19,2,90,5,2004,327000
14,3,132,3,1986,777000
17,4,130,10,2003,570000
13,3,110,10,2000,460000
24,2,102,5,1997,321000
20,2,93,10,2010,560000
11,2,84,11,1988,405000
20,3,115,10,2004,450000
8,2,102,5,1996,318000
20,4,125,10,2003,592500
21,2,84,11,1985,500000
20,2,90,5,2001,388000
8,3,123,10,2000,460000
16,3,126,3,1996,460000
25,2,93,9,1984,435000
21,2,105,5,1985,560000
15,1,65,3,1975,398000
1,2,96,9,1985,402000
2,2,84,11,1986,508000
5,3,110,10,2001,505000
13,3,123,3,1997,497000
16,3,126,3,1993,450000
22,2,84,11,1988,420000
12,1,67,9,1983,288000
2,2,84,11,1986,510000
0,2,92,9,1979,465000
14,3,110,3,2003,805000
9,1,67,9,1980,335000
16,3,125,3,1996,440000
5,3,110,3,2002,470000
20,2,90,5,2000,458000
8,3,124,3,1995,489000
8,2,104,5,1993,343000
5,3,120,3,1999,605999
21,2,84,11,1985,500000
13,2,103,5,1985,395000
11,1,74,5,1983,315000
2,3,121,3,1987,683000
11,4,146,4,1991,666888
1,3,126,3,1982,480000
24,2,102,5,1998,390000
1,4,146,1,1993,747000
19,2,96,5,2010,405000
8,2,85,7,2002,333800
18,1,72,3,1970,400000
10,3,113,3,2000,798000
23,1,68,3,1969,346000
23,1,65,3,1982,320000
24,3,115,3,2000,429888
24,2,103,5,1985,390000
0,1,73,9,1978,355000
0,1,82,9,1980,350000
21,1,64,11,1985,390000
20,3,115,10,2004,554000
0,1,68,9,1981,280000
24,3,128,3,1996,470000
10,1,58,3,1972,255000
20,2,85,7,2003,330000
18,2,95,5,2002,655000
9,1,68,9,1980,318000
18,2,88,3,1976,545000
5,3,111,3,2002,492000
0,1,67,9,1978,374000
17,2,85,5,2003,478888
0,3,110,3,2002,800000
8,3,133,5,1993,475000
18,2,84,3,1974,495000
25,3,121,3,1987,470000
24,2,101,5,1998,400000
5,3,110,10,2002,445000
18,1,65,3,1975,310000
13,3,122,3,1988,405000
25,2,104,5,1988,315000
3,1,68,9,1986,346000
13,3,110,3,2000,558000
9,1,82,9,1978,486000
22,2,104,5,1984,475000
19,2,86,7,2003,400000
22,1,74,5,1985,368000
18,1,65,3,1974,490000
15,3,126,12,1975,843888
18,0,46,12,1971,280000
12,3,135,5,1984,570000
5,3,110,10,2004,543000
14,3,122,3,1987,550000
24,3,120,3,1998,430000
23,1,67,3,1970,378000
11,2,103,9,1983,405000
2,3,121,3,1987,825000
4,3,110,3,2003,865000
0,1,88,9,1978,418000
1,2,92,9,1979,455000
16,4,144,1,1992,598000
0,3,136,5,1996,580000
0,1,67,9,1979,317000
20,2,95,10,2004,428888
10,1,61,12,1969,278000
19,3,110,3,2001,400000
13,4,135,10,2000,586000
5,1,73,5,1989,290000
11,1,69,3,1985,300000
21,4,154,4,1989,842300
17,3,110,3,2003,440000
24,2,91,7,1997,320000
1,1,59,3,1978,305000
9,2,91,9,1978,460000
5,2,104,5,1988,330000
18,1,73,3,1974,495000
0,3,121,3,1981,634000
5,1,64,11,1988,280000
18,1,65,3,1974,450000
22,2,106,5,1984,485000
14,1,65,3,1974,350000
24,2,99,5,1997,398888
1,1,68,9,1979,363000
3,3,121,3,1985,458000
12,3,120,3,1981,635000
14,3,120,3,1997,580000
23,1,65,3,1967,320000
24,1,73,5,1994,309000
21,1,60,3,1984,323000
25,1,77,5,1983,285000
5,2,103,5,1988,365000
12,1,67,9,1984,330000
11,2,96,9,1985,385000
8,3,122,10,1999,500000
24,2,101,7,1997,372000
1,4,145,4,1996,803000
24,2,102,5,1999,390000
13,4,146,1,1993,495000
0,3,119,3,1993,612888
20,3,110,3,2001,475000
16,4,149,1,1993,587000
24,2,101,5,1998,400000
0,1,67,9,1980,342000
22,2,105,5,1985,422000
4,1,65,3,1975,388000
8,3,125,10,1999,400000
22,3,128,3,1988,630000
0,2,88,5,2012,650000
1,2,85,5,2005,555000
2,2,107,5,1992,500000
24,3,118,3,1997,470000
8,3,123,3,1994,370000
8,3,125,3,1993,420000
13,4,145,1,1993,565000
13,1,67,3,1971,325000
5,3,111,10,2003,470000
4,2,87,5,2002,580000
13,1,67,9,1985,325000
20,2,93,10,2010,550000
5,2,102,5,1998,515000
22,2,108,5,1987,443000
24,4,163,1,1993,676000
16,4,146,1,1993,625000
22,3,123,3,1994,468000
3,2,83,11,1986,335000
11,2,103,5,1986,433000
13,3,110,3,2001,458000
13,3,135,5,1985,415000
3,2,94,9,1988,320000
5,1,73,5,1987,295000
16,3,136,5,1992,539000
22,3,123,3,1996,520000
20,2,93,5,2013,428888
1,1,68,9,1980,293000
22,1,78,5,1984,352000
24,4,144,1,1996,580000
13,2,106,10,1998,470000
23,1,67,3,1970,360000
16,2,104,5,1995,378000
24,4,179,1,1995,725000
24,2,102,5,1995,370000
25,1,67,9,1986,300000
20,2,94,5,2012,480000
24,3,128,10,1999,508000
8,2,108,5,1996,375000
20,3,110,3,2000,526888
11,4,152,1,1986,635500
14,1,65,3,1974,335000
9,2,83,9,1978,453000
0,1,68,9,1985,327000
24,2,90,11,1985,378000
8,4,142,1,1993,666000
13,1,76,5,1984,302000
19,4,130,1,2001,533000
13,3,110,3,2002,465000
8,3,110,3,2003,380000
20,3,115,3,2000,420000
17,2,92,5,2012,412000
3,2,92,7,1998,430000
24,3,121,3,1986,425000
20,4,135,1,1999,630000
9,1,67,9,1979,412000
0,1,82,9,1980,388000
4,1,65,3,1975,360000
22,2,103,5,1984,400000
24,2,92,9,1985,385000
16,3,121,3,1995,553000
11,0,47,5,2012,268000
11,3,110,3,2003,438000
22,1,69,3,1985,325000
18,1,69,12,1969,363888
12,1,74,5,1983,320000
22,2,99,5,1997,422000
10,1,69,3,1986,385000
8,2,100,5,1997,350000
22,1,78,5,1985,370000
9,3,123,3,1979,678000
3,1,82,9,1984,310000
18,1,65,3,1976,363000
13,2,109,5,1993,366000
24,1,65,3,1974,295000
10,0,46,12,1973,263000
20,2,95,10,2004,380000
24,3,122,3,1997,451000
20,2,91,5,2001,412000
11,2,82,3,1975,310000
13,2,91,10,2008,458000
22,3,121,3,1988,468000
9,1,67,9,1979,415000
10,3,110,3,2006,748000
18,1,60,12,1967,345000
20,3,110,3,2003,428888
24,2,90,10,2004,370000
24,3,119,3,1996,475000
13,3,110,10,2008,518000
13,4,130,1,2001,578000
9,2,92,9,1986,438000
5,3,132,3,1988,470000
1,2,85,5,2006,566000
20,3,122,3,1999,435000
2,3,121,3,1988,775000
0,1,81,9,1984,370000
22,1,73,5,1984,315000
24,2,102,5,1999,395000
25,2,84,11,1985,315000
9,1,67,9,1979,355000
4,1,70,3,1975,370000
4,1,73,9,1976,445000
21,1,67,9,1985,317000
12,1,67,9,1983,340000
13,2,93,10,2000,388000
8,2,92,9,1979,320000
24,2,100,5,1997,380000
2,3,121,3,1988,678000
13,1,82,9,1982,308000
3,2,94,9,1987,400000
1,2,92,9,1979,483000
24,2,102,5,1998,391888
14,2,104,5,1987,495000
12,2,91,5,2003,362000
23,1,67,3,1970,305000
11,2,91,9,1985,380000
10,1,55,12,1967,285000
25,2,84,11,1988,305000
19,2,92,5,2001,480000
20,2,97,5,2013,438000
16,3,125,3,1995,435000
5,4,142,4,1999,660000
14,2,91,9,1976,495000
17,2,93,10,2012,520888
9,2,92,9,1979,495000
24,2,99,5,1996,430000
14,3,122,12,1981,700000
5,2,100,5,1998,524888
2,2,105,5,1992,493000
24,4,141,10,2000,583000
1,1,60,3,1986,300000
23,4,142,1,1993,910000
16,4,144,1,1992,650000
1,2,82,3,1976,435000
8,4,145,4,1995,562000
1,1,67,9,1979,308000
0,1,82,9,1985,355000
24,2,91,7,1997,374000
20,2,84,7,2001,420000
9,2,92,9,1979,522000
11,2,93,9,1983,380000
24,1,68,9,1981,305000
20,2,95,10,2002,390000
1,3,121,3,1982,438000
15,2,87,3,1976,490000
22,3,122,3,1993,510000
8,2,106,5,1989,405000
17,3,110,10,2004,450000
3,4,150,4,1985,668000
24,2,102,5,1998,380000
15,1,76,3,1976,440000
4,2,85,5,2001,682000
25,3,125,3,1985,435000
20,3,110,3,2002,430000
14,3,114,12,1976,555500
8,2,101,5,1999,390000
13,1,64,11,1985,235000
22,2,105,5,1984,470000
12,4,149,4,1985,605000
19,2,95,10,2001,416000
20,2,90,10,2009,635000
21,2,84,11,1986,463000
0,2,100,9,1980,450000
25,2,93,5,2013,360000
22,2,103,5,1984,440000
0,1,68,9,1980,330000
1,2,84,11,1985,470000
11,4,148,4,1992,838800
24,3,121,3,1996,470000
8,3,128,3,1996,540000
24,3,110,10,2004,498000
14,1,63,12,1981,331500
0,2,98,9,1977,500000
24,2,101,5,1996,428500
14,1,65,3,1974,370000
18,2,106,5,1997,720000
0,3,133,5,1996,650000
9,1,67,9,1979,345000
8,2,105,5,1993,355000
14,1,62,5,2004,538888
9,2,92,9,1979,476800
22,2,102,5,1997,494000
2,2,84,11,1987,435000
9,1,67,9,1979,340000
10,2,104,5,1985,440000
9,1,68,9,1980,410000
2,2,85,11,1988,575000
8,3,125,3,1993,460000
11,2,85,7,2003,365000
22,2,104,5,1985,425000
1,3,133,5,1984,535000
9,1,67,9,1980,362000
22,2,108,5,1982,435000
18,2,85,5,2006,725000
3,1,67,9,1984,268000
0,1,67,9,1979,347000
4,1,73,9,1976,415000
4,2,99,5,1997,616000
24,2,103,7,1997,443000
2,1,65,3,1973,285000
4,1,88,9,1978,470000
20,2,90,10,2006,408000
1,3,121,3,1980,540000
1,1,69,5,2010,440000
24,1,65,3,1974,268000
3,2,103,5,1998,430000
20,2,100,5,1999,490000
22,3,109,2,2008,628000
21,1,67,9,1985,335000
0,1,68,9,1980,335000
20,1,69,5,2011,375000
16,2,109,5,1995,435000
16,3,128,3,1995,500000
11,2,100,5,1997,535000
20,2,101,5,1999,396000
24,3,137,5,1995,440000
16,2,106,5,1993,425000
23,1,65,3,1973,373000
21,3,122,3,1992,430000
23,1,65,3,1976,280000
22,2,107,5,1984,468000
11,3,110,3,2003,433000
16,4,150,1,1993,532500
8,2,104,5,1993,336000
20,3,110,3,2001,550000
20,2,90,10,2009,580000
22,2,104,5,1984,460000
13,2,107,5,1993,405000
22,2,104,5,1989,456000
7,1,59,3,1977,410000
0,2,81,9,1977,405000
9,3,121,3,1984,675000
3,3,115,3,2005,598000
4,2,82,3,1976,480000
17,3,111,10,2005,545000
20,3,110,10,2003,539000
14,1,60,12,1969,285000
12,1,70,9,1983,315000
4,1,65,3,1976,370000
0,2,98,9,1977,472000
7,2,95,14,2011,900000
23,2,92,5,2009,715000
11,3,121,3,1997,505000
1,1,59,3,1978,335000
18,1,69,12,1967,320000
19,3,110,3,2001,370000
22,3,126,3,1993,490000
20,3,110,3,2002,545000
9,2,104,5,1984,625000
17,3,112,10,2005,447000
23,1,74,5,1984,418000
0,2,82,9,1976,390000
13,1,65,3,1976,295000
25,2,103,5,1988,463000
18,2,90,5,2006,739999
22,2,104,5,1988,448000
16,4,151,1,1994,540000
5,2,91,10,2003,420000
19,3,110,3,2000,455000
20,3,114,10,2001,472000
11,1,66,9,1982,320000
16,2,104,5,1995,385888
8,2,105,10,1999,355000
24,3,110,3,2000,450000
22,4,142,1,1993,628000
7,2,85,3,1984,620018
3,2,92,5,2005,473888
0,1,68,9,1981,341000
13,2,105,5,1988,390000
13,1,59,3,1975,270000
8,4,146,4,1989,580000
4,1,56,12,1971,350000
0,3,110,3,2006,780000
5,2,104,5,1988,340000
16,2,105,5,1995,412000
24,2,90,3,1974,321000
13,2,104,5,1984,350000
20,3,110,3,2001,498000
9,1,67,9,1978,415000
4,2,82,3,1976,510000
1,1,67,9,1977,356000
25,4,147,1,1987,530000
4,3,119,12,1976,700000
10,1,65,3,1975,308000
17,2,93,10,2011,500000
22,3,133,5,1982,568000
13,3,115,10,2001,500000
13,2,100,5,1998,430000
4,3,110,3,2002,805000
22,2,105,5,1993,460500
4,3,116,3,2000,668000
16,4,153,4,1996,620000
20,3,110,3,2001,520000
19,2,91,5,2001,360000
16,2,106,5,1989,405000
19,2,90,5,2004,445500
25,1,67,9,1985,320000
9,1,67,9,1978,396000
1,4,143,1,1993,690000
24,2,91,9,1977,354000
25,2,93,9,1985,388000
17,3,110,3,2003,542000
3,1,73,5,1985,294000
20,2,92,5,2005,358000
8,2,91,7,1997,387000
22,2,104,5,1988,479888
25,2,105,9,1982,320000
4,3,110,3,2003,745000
1,3,125,3,1996,590000
9,2,105,5,1983,480000
8,2,104,10,2000,360000
8,3,124,10,1999,506000
22,3,132,5,1993,510000
24,3,121,3,1990,450000
1,1,67,9,1985,360000
24,2,98,9,1985,410000
17,2,90,5,2003,360000
1,1,59,3,1978,280000
25,4,146,4,1988,580000
24,1,65,3,1976,255000
24,1,69,3,1985,316000
12,2,102,5,1999,460000
17,3,111,10,2003,528000
19,3,113,3,2001,525000
22,3,132,5,1985,485000
13,3,110,3,2002,458000
4,1,59,3,1975,296000
4,2,91,9,1976,500000
13,3,110,3,2001,465000
11,3,120,3,1998,508000
18,1,65,3,1975,474500
1,1,68,9,1979,320800
4,2,81,3,1975,478000
9,1,67,9,1978,420000
20,3,122,3,1999,498000
12,1,68,9,1983,296000
20,3,110,3,2001,445000
13,3,116,3,2001,450000
16,3,123,3,1992,480000
8,3,121,3,1998,503000
20,2,87,7,2002,432500
19,2,93,5,2001,440000
25,1,64,11,1987,335000
13,2,109,5,1993,389000
22,2,104,5,1989,405000
21,1,67,9,1985,312000
10,0,42,12,1969,215000
12,1,68,9,1983,338000
5,4,132,1,2001,638000
22,1,74,5,1984,370000
1,2,84,11,1988,365000
21,1,67,9,1985,307000
22,2,104,5,1988,400000
13,0,48,10,2008,220000
2,1,65,3,1973,322500
2,4,144,4,1987,748000
9,1,67,9,1979,330000
22,3,124,10,1997,525000
12,2,104,5,1983,410000
0,1,82,9,1980,380000
3,2,103,5,1998,520000
14,1,78,3,1972,412000
5,2,103,5,1999,317000
14,1,66,3,1974,330000
3,2,84,11,1985,384000
8,3,110,3,2003,377000
11,1,67,9,1983,340000
24,3,124,3,1997,426888
12,1,67,9,1981,340000
9,1,82,9,1979,400000
14,1,63,12,1981,295000
1,3,115,10,2000,625000
21,1,64,11,1985,399000
1,1,67,9,1979,333000
11,2,100,5,1998,423000
23,1,67,3,1971,332000
5,2,91,10,2002,370000
11,1,60,3,1985,352000
3,1,73,9,1985,328000
25,2,107,5,1988,418000
0,2,92,9,1979,445000
19,2,101,5,1999,460000
20,2,94,5,2011,418888
24,3,121,3,1997,420000
19,3,110,3,2004,445000
20,2,90,10,2009,599000
25,2,93,9,1985,485000
16,4,149,1,1995,735000
13,4,132,1,2002,585000
5,4,133,10,2002,520000
13,2,104,5,1996,379000
22,2,84,11,1988,381500
13,2,103,5,1984,403000
4,3,122,3,1999,610000
9,2,91,9,1981,465000
18,2,89,3,1973,480000
13,4,132,10,2000,682500
10,1,60,12,1969,320000
13,3,111,3,2001,460000
22,1,74,5,1985,375000
20,2,96,5,2000,440000
20,2,90,10,2002,360000
21,4,150,4,1985,685000
13,2,90,5,2001,395888
0,1,67,9,1980,280000
24,3,121,3,1998,457000
18,2,107,5,1996,615000
10,2,85,5,2005,565000
9,1,67,9,1985,360000
16,2,105,5,1992,485000
13,3,111,3,2002,420000
16,3,122,3,1989,511000
15,1,76,3,1975,465000
3,1,73,5,1987,365000
24,4,161,1,1995,610000
8,2,101,10,1999,365000
23,1,68,3,1968,306000
24,2,99,5,1997,390000
25,2,108,5,1985,420000
14,1,64,11,1987,340000
18,3,110,3,2008,930000
1,3,124,3,1983,467000
16,4,146,4,1988,638000
4,2,100,5,2005,750000
20,3,110,3,2001,460000
15,1,65,3,1975,405000
17,3,110,3,2003,498000
3,2,84,11,1986,365000
19,2,90,7,2001,430000
1,3,117,12,1978,538000
20,2,94,10,2004,375000
22,2,84,11,1986,421000
8,2,104,5,1989,395000
10,3,142,6,1984,730000
13,2,84,11,1985,383500
3,1,67,9,1984,275000
4,1,73,9,1978,370000
8,2,104,5,1993,418000
11,2,90,7,1999,410000
1,3,112,3,2010,766000
14,1,56,12,1971,300000
5,2,84,11,1988,390000
11,2,91,9,1986,326000
20,3,110,10,2003,415000
0,3,119,3,1980,638000
20,2,94,5,2011,468000
18,1,63,12,1970,328000
13,3,123,3,1996,418000
21,2,93,9,1985,415000
0,1,67,9,1979,360000
24,3,110,3,2000,410000
24,1,76,3,1974,250000
17,3,110,3,2003,440000
24,3,122,3,1998,438000
23,1,64,12,1969,336000
19,2,96,10,2001,460000
22,2,84,11,1988,443000
5,3,122,3,1988,425000
17,3,110,10,2003,625000
2,2,89,11,1986,470001
23,1,78,3,1972,385000
20,2,90,5,2001,410000
11,2,106,5,1992,585000
5,1,73,5,1988,303800
14,2,85,5,2006,635000
23,3,110,3,2006,680000
20,2,95,10,2012,425000
20,2,90,5,2001,479500
17,3,113,10,2013,630000
22,1,73,5,1984,318000
13,3,135,5,1985,433000
0,1,89,9,1979,440000
25,2,92,9,1984,408000
23,1,66,3,1973,298000
25,1,74,5,1989,283000
13,3,120,10,1998,593000
16,3,127,3,1993,480000
24,3,125,10,1999,455000
12,1,68,9,1985,300000
17,3,111,10,2003,550000
22,2,84,11,1988,445000
18,2,85,5,2006,715000
16,3,127,3,1993,545000
2,3,121,3,1985,698000
0,1,73,9,1978,370000
8,2,103,5,1990,422088
17,3,110,3,2003,450000
15,1,68,3,1976,362000
18,1,65,3,1975,430000
9,1,67,9,1979,356000
25,1,67,9,1985,300000
22,2,105,5,1985,468000
24,4,131,1,2001,545000
22,3,124,3,1993,538500
24,3,123,3,1999,475000
10,2,84,11,1985,386800
3,1,67,9,1985,303000
24,3,110,10,2004,475000
20,2,92,5,2011,458000
23,1,74,5,1984,433000
20,3,115,3,1999,500000
25,1,68,3,1985,308000
1,1,68,9,1981,298000
14,1,67,5,2012,448000
24,4,150,4,1996,645000
14,1,65,3,1974,343000
16,2,104,5,1996,410000
1,2,99,9,1985,453000
20,2,91,5,2005,388000
24,2,103,5,1996,403000
13,4,126,1,2002,553000
24,2,90,10,2004,385000
1,3,119,12,1976,620000
13,3,116,3,2001,480000
1,2,84,11,1987,413500
25,2,104,5,1988,330000
17,3,110,3,2003,475888
11,1,60,3,1987,280000
25,4,146,4,1988,540000
17,3,110,10,2003,550000
5,2,103,5,1988,422000
24,2,101,5,1999,415000
8,2,104,5,1993,430000
11,2,90,7,1998,350000
24,3,122,3,1998,425000
22,2,104,5,1989,532000
15,1,65,3,1975,413800
9,1,74,5,1983,340000
22,3,132,5,1985,465000
22,1,75,5,1983,310000
22,2,104,5,1989,455000
3,1,73,5,1985,333000
11,3,120,3,1987,420000
11,2,103,5,1997,393888
24,2,101,5,2000,398888
0,1,73,9,1978,363000
0,3,121,3,1980,603000
22,2,84,11,1986,425000
13,2,91,5,2000,405000
24,2,91,9,1977,347000
16,4,147,4,1990,685000
3,1,64,11,1987,245000
14,0,48,12,1970,285000
10,3,117,12,1977,555000
17,2,95,10,2004,481000
14,2,106,5,1984,647000
12,3,135,5,1984,460000
8,2,104,5,1990,365000
1,2,92,9,1978,465000
11,1,67,9,1983,308000
24,2,100,5,2000,418000
19,3,123,3,1999,498000
24,3,123,3,1998,453000
3,3,139,5,1985,550000
10,2,102,5,1998,665000
11,2,98,5,1997,425000
4,0,42,12,1970,270000
24,2,91,9,1980,296888
8,2,113,10,1998,453000
11,1,64,11,1986,325000
14,1,67,9,1984,395000
11,3,120,3,1999,470000
10,1,59,3,1977,328000
0,1,68,9,1980,334000
16,2,106,5,1993,417000
8,2,100,5,1998,362000
14,1,56,12,1971,305000
9,3,121,3,1984,710000
25,2,92,9,1984,405000
2,2,84,11,1987,555888
3,4,165,4,1997,723000
19,2,102,5,1999,455000
14,2,82,3,1976,430000
17,2,92,5,2012,450000
4,1,63,12,1970,280000
10,1,60,12,1967,288000
25,1,68,9,1984,285000
13,2,104,5,1990,355000
23,2,106,5,1998,632888
20,3,111,10,2003,513000
10,3,122,3,1996,630000
25,3,122,3,1988,550000
0,2,90,5,2002,545000
1,1,67,9,1978,345000
14,2,90,5,2006,612000
3,1,73,5,1984,352000
1,1,67,9,1985,308000
25,1,67,9,1985,368000
9,1,67,9,1978,352000
24,1,68,9,1981,245000
19,2,95,10,2001,429500
17,3,110,3,2003,440000
22,2,84,11,1988,395000
0,1,68,9,1980,327000
19,3,110,10,2001,470000
20,4,126,10,2003,610000
1,1,59,3,1978,260000
16,2,111,5,1996,460000
24,2,101,5,1999,400000
11,4,142,1,1998,625000
13,1,74,3,1976,300000
4,2,100,5,2005,750000
12,1,68,9,1983,335000
10,2,84,11,1985,422000
20,2,92,10,2008,535000
20,3,114,10,2004,538888
2,2,105,5,1992,692500
13,4,130,1,2000,648888
1,3,123,3,1993,610000
19,2,96,5,2010,380000
7,2,93,14,2011,810000
13,3,121,3,1998,523000
3,2,116,5,1985,490000
3,1,67,9,1985,280000
8,2,104,5,1992,380000
4,3,117,12,1978,742000
17,2,92,5,2012,462000
25,2,104,5,1985,398000
10,1,75,3,1982,319000
20,3,110,10,2003,430000
11,1,67,9,1984,340000
1,2,93,9,1985,450000
24,3,121,3,1996,467000
13,2,90,5,2000,382000
13,2,102,5,1985,400000
6,3,122,3,1989,680000
25,3,122,3,1988,480000
25,1,67,9,1985,326000
22,3,123,3,1993,501000
13,1,69,5,2012,328000
1,1,65,3,1972,330000
11,1,67,9,1986,335000
8,2,109,5,1995,345000
25,1,74,5,1989,319000
24,3,114,10,2003,430000
15,1,59,3,1975,385000
1,1,67,9,1979,335000
2,2,90,11,1988,460000
4,2,100,5,2001,670000
25,2,84,11,1988,345000
1,2,90,3,1977,378000
23,2,101,5,1999,705000
19,3,110,3,2004,395000
3,1,69,3,1987,258000
5,4,146,4,1988,533000
13,2,90,7,2000,408000
8,3,122,3,1989,498000
18,1,59,12,1970,325000
8,4,147,1,1996,606000
22,3,133,5,1984,578000
1,3,123,12,1977,637000
13,2,103,5,1989,352000
16,3,137,5,1993,460000
5,3,124,3,1998,519000
5,2,90,5,2002,355000
25,1,74,5,1985,339000
11,1,64,11,1986,270000
8,2,90,5,2002,345000
11,4,148,4,1992,678000
17,2,98,10,2013,520000
4,1,63,3,1973,395000
20,3,110,3,2005,505000
1,3,119,3,1978,612000
3,1,68,9,1985,325000
17,2,93,10,2011,512000
19,4,131,10,2001,535000
0,2,97,9,1977,480000
22,2,98,9,1989,480000
11,1,67,9,1983,358000
14,1,59,3,1973,285000
17,3,110,3,2003,395000
23,2,87,3,1973,463000
17,3,114,10,2004,550000
25,2,104,5,1987,380000
3,1,60,3,1987,275000
9,2,90,5,2006,703000
25,2,84,11,1985,352000
25,1,64,11,1986,288000
1,1,68,9,1980,388000
0,1,68,9,1980,290000
19,2,87,7,2000,318000
20,3,112,10,2003,503000
1,2,103,9,1981,445000
23,0,50,12,1983,268000
14,1,68,9,1979,330000
13,2,109,5,1993,335000
22,1,74,5,1986,395000
24,2,90,10,2004,345000
20,2,92,10,2003,380000
13,2,113,5,1995,480000
25,1,74,5,1987,300000
0,0,48,3,1977,315000
4,2,100,5,2001,770000
25,4,146,4,1987,645000
11,2,93,9,1985,455000
3,1,67,9,1984,290000
23,1,78,3,1970,338000
17,3,110,3,2003,460000
14,3,118,3,1984,670000
23,1,68,3,1969,351000
0,2,90,5,2003,595000
17,2,94,10,2004,428000
1,1,67,9,1977,335000
11,2,89,11,1987,364000
2,4,146,4,1992,780000
24,2,102,5,1998,360000
13,3,110,3,2001,447500
23,1,65,3,1982,301000
13,4,155,4,1990,650000
18,2,92,5,2003,700000
13,2,90,5,2001,414000
14,1,65,3,1974,338000
1,2,98,9,1981,446000
0,3,119,3,1980,633000
0,1,68,9,1981,305000
5,3,122,3,1988,470000
22,2,84,11,1984,398000
20,2,90,10,2009,610000
19,4,131,10,2001,455000
5,2,101,5,1997,458000
13,2,104,5,1984,375000
4,2,107,5,1995,600000
10,2,92,9,1976,480000
20,2,90,7,1999,413000
5,2,91,10,2003,536800
22,1,74,5,1985,348000
17,3,110,3,2003,510000
3,2,90,5,2005,460000
3,1,59,3,1985,308000
5,2,90,5,2002,340000
23,2,91,5,2009,748000
4,1,67,9,1983,385000
1,1,67,9,1978,280000
25,2,84,11,1987,338000
3,2,92,7,1998,448000
22,3,122,3,1988,580000
13,2,106,5,1996,370000
0,2,98,9,1978,525000
13,2,103,5,1985,360000
24,3,111,3,2001,403000
20,2,95,10,2004,394000
4,2,104,5,1984,580000
24,4,141,1,1997,568000
13,1,64,11,1985,303000
21,3,122,3,1992,537000
5,2,99,5,1999,542000
20,4,134,10,2001,622000
15,1,70,3,1975,428000
14,2,92,5,2012,715000
21,1,64,11,1986,425000
22,3,119,3,1997,500000
20,4,130,1,2001,638000
24,1,68,9,1981,270000
22,1,82,5,1984,410000
18,3,110,3,2008,915000
12,2,93,9,1983,418000
14,3,122,3,1998,680000
17,2,92,10,2009,485000
24,2,83,11,1985,368000
6,3,122,3,1989,750000
9,1,67,9,1978,385000
